CustomerID,X,Y,Demand
0,0.44457781374123856,0.43641052946515585,0
1,0.05716461343966228,0.33868632878497273,7
2,0.9869104766420019,0.418063046764786,4
3,0.7078658960433443,0.6578838697541824,4
4,0.3700056426687701,0.1728623442498699,7
5,0.7130871613079455,0.5632042700915171,4
6,0.06978669001602311,0.24623379322565309,1
7,0.8745475835616996,0.5808750447125958,7
8,0.4418922780076797,0.40181789817285385,4
9,0.9418912222628328,0.7043526543211444,2
10,0.9905274435329624,0.03322981300535155,8
11,0.8267242050495351,0.5927419549396689,7
12,0.5692937579268299,0.5318928076184849,9
13,0.8033661026097588,0.9238881616681387,3
14,0.3360914620487062,0.8572394579072229,1
15,0.6109910234079626,0.15981100742104137,1
16,0.6835644689078287,0.6314091413635602,8
17,0.1728243392522456,0.005471604495799531,5
18,0.386500848866953,0.7087777521553714,6
19,0.10865510424785974,0.5588311748328058,9
20,0.8224844125028384,0.022591383084407446,8
21,0.2361153609242126,0.3303718691405628,6
22,0.1483753843936121,0.29126849767785556,3
23,0.6187073604940543,0.3877543335924222,6
24,0.4437729829310255,0.07185610836868217,7
25,0.6178999273726803,0.6819496992804317,3
26,0.4776283696430629,0.11317568889900687,4
27,0.9827902939654862,0.9437803620141814,5
28,0.35969026052135145,0.6260782059913085,8
29,0.4441036744223008,0.3720225804117637,3
30,0.09108078927568197,0.7202587644252323,3
31,0.5076715129971733,0.9328445566651599,9
32,0.8149341321610595,0.48875126147672854,3
33,0.5223077371493745,0.17178903683100666,6
34,0.9016395660105264,0.07694269887176408,4
35,0.0058357803096603655,0.9956175784700092,9
36,0.21369515361236846,0.01872995487844109,2
37,0.9401249459993427,0.36384414086739003,3
38,0.3763404258485268,0.22788880009421475,6
39,0.7664987576581894,0.8870220796910564,8
40,0.7065577688783337,0.45908354432781395,5
41,0.7474319175943895,0.44638136764122216,7
42,0.9879389999054358,0.13215343551901526,6
43,0.8793092782075954,0.2774998414638683,4
44,0.2719662208474187,0.8180868241090974,5
45,0.18340884854104145,0.8725547200215027,2
46,0.7495711149088183,0.707816866295881,3
47,0.32863018200705596,0.4526764105054888,9
48,0.9811709429414034,0.9548055885864242,1
49,0.11299957371408431,0.9317065049444746,6
50,0.4354044718135224,0.5132471949457291,2
51,0.18857288675339035,0.9565103752149094,1
52,0.8538594789687568,0.8816176165183813,9
53,0.6597047626528422,0.9521834324474888,2
54,0.9836899057897954,0.3673992711500462,5
55,0.35172522038376464,0.9502411069739523,7
56,0.7728472933305585,0.3026858394294739,7
57,0.5701697248362108,0.22844783410074687,7
58,0.6848418882460685,0.8953846262312786,1
59,0.24182852772572294,0.5725223007718977,9
60,0.7585550502895889,0.552620146817878,7
61,0.8302437603491319,0.18916852973477694,2
62,0.28415524138374315,0.1812670868481584,2
63,0.43880004453727617,0.7626805663307176,2
64,0.40674551770846534,0.10982809896176482,1
65,0.9180282585946953,0.408420051983469,9
66,0.1307318618013089,0.7128468011038253,6
67,0.11697390783733241,0.08940351027355287,6
68,0.6664368347591217,0.12796791642734873,3
69,0.8007850796362793,0.15739148658584767,8
70,0.2660646233055093,0.9030270611462173,5
71,0.42979422863684824,0.9721148324285488,5
72,0.7685334869921207,0.3702457909078758,5
73,0.2568044080143759,0.8324520676183778,7
74,0.19414649212863155,0.5974126438282962,1
75,0.1166017983422033,0.2877644472339286,2
76,0.8368191859864491,0.2939355336520326,2
77,0.43509036655398337,0.2758683350379003,2
78,0.989676901097335,0.9353324494743693,6
79,0.5713841465903119,0.47078528325380764,3
80,0.8752596665135959,0.6467490262423528,3
81,0.8538338942479967,0.19949970023946728,2
82,0.8190515749297431,0.40169363432598326,2
83,0.1392991296598084,0.08164111223152437,4
84,0.4227382604676986,0.4901818766003827,9
85,0.085237802040808,0.10674684105770038,6
86,0.17901625356564022,0.5916215715609896,3
87,0.8637021363123242,0.161250308194006,7
88,0.5314745379891587,0.13868419653040154,6
89,0.536935970459798,0.4355371972256591,2
90,0.9617038629240195,0.8298511133995667,5
91,0.6707674448465619,0.12798364693976017,1
92,0.49091588171599687,0.21221632088759845,3
93,0.45387263363408914,0.3302072092511924,3
94,0.7170302420958653,0.5450770046318887,7
95,0.7907205399776602,0.7404382326315517,1
96,0.6651655458685404,0.0877376973938575,8
97,0.8765110329336466,0.7495035095470874,1
98,0.08943485991453703,0.9350935818813675,3
99,0.2817087488895267,0.6479332908671249,1
